Code_CIS	Pathologie
67692214	Hypertrophie bénigne de la prostate
67692513	Diarrhée
67693946	Nausées et vomissements
67696401	Maladie de Parkinson
67696579	Pityriasis versicolor
67698929	Insomnie
67699080	BPCO
67699080	Bronchopneumopathie chronique obstructive
67699080	Cystite
67699080	Prostatite
67699080	Sinusite
67699269	Tuberculose
67699283	Hypertension artérielle
67700337	Hypertension artérielle
67700426	Polyarthrite rhumatoïde
67700426	Rectocolite hémorragique
67701065	Anxiété
67701065	Dépression
67701122	Dépression
67701122	Schizophrénie
67701396	Glaucome
67701695	Hypercholestérolémie
67701695	Hyperlipidémie
67702384	Angine de poitrine
67702384	Angor
67702384	Hypertension artérielle
67703098	Epilepsie
67703803	Grippe saisonnière
67703803	Maladie de Parkinson
67705334	Hypertension artérielle
67705334	Infarctus du myocarde
67705334	Insuffisance cardiaque
67705462	Carence en vitamine D
67705462	Ostéoporose
67705850	Hypotension artérielle
67706265	BPCO
67706265	Bronchopneumopathie chronique obstructive
67706265	Cystite
67706265	Prostatite
67706265	Sinusite
67707794	Cystite
67707794	Maladie de Lyme
67707794	Otite moyenne aiguë
67707794	Sinusite
67709496	Athérosclérose cardio-vasculaire
67709496	Hypercholestérolémie
67709496	Hyperlipidémie
67710783	Reflux gastro-oesophagien
67710783	Ulcère duodénal
67710783	Ulcère gastrique
67710783	Ulcère gastro-duodénal
67711814	Athérosclérose cardio-vasculaire
67711814	Hypercholestérolémie
67711814	Hyperlipidémie
67712663	Hypertension artérielle
67713249	Angine de poitrine
67713249	Angor
67713249	Extrasystoles
67713249	Hypertension artérielle
67713249	Infarctus du myocarde
67714810	Anxiété
67714810	Epilepsie
67717137	Impuissance masculine
67719654	Reflux gastro-oesophagien
67719818	Maladie de Parkinson
67719832	Syphilis
67720286	Anxiété
67720286	Dépression
67720806	Herpès génital
67720806	Herpès labial
67720806	Herpès oculaire
67721153	Dysménorrhée
67721153	Règles douloureuses
67721541	BPCO
67721541	Bronchopneumopathie chronique obstructive
67722294	Hypertension artérielle
67722611	Schizophrénie
67722892	Hypertension artérielle
67722892	Infarctus du myocarde
67722892	Insuffisance cardiaque
67723873	Schizophrénie
67724288	Diabète
67727277	Hypertension artérielle
67727640	Hypertension artérielle
67728468	Angine de poitrine
67728468	Angor
67728468	Hypertension artérielle
67728468	Insuffisance cardiaque
67728742	Goutte
67728742	Hyperuricémie
67729292	Hypercholestérolémie
67729292	Hyperlipidémie
67732107	Reflux gastro-oesophagien
67732107	Ulcère gastro-duodénal
67732819	Arthrose de la hanche
67732819	Arthrose du genou
67732819	Coxarthrose
67732819	Gonarthrose
67732872	Hypotension artérielle
67737307	Hypercholestérolémie
67737307	Hyperlipidémie
67737951	Hypercholestérolémie
67737951	Hyperlipidémie
67738409	Nausées et vomissements
67738754	Diarrhée
67739354	Hépatite B
67740449	Schizophrénie
67741362	Hypercholestérolémie
67741362	Hyperlipidémie
67742980	Dysménorrhée
67742980	Règles douloureuses
67743961	Hypertension artérielle
67744718	BPCO
67744718	Bronchopneumopathie chronique obstructive
67744718	Cystite
67744718	Otite externe aiguë
67744718	Sinusite
67746384	Maladie de Parkinson
67747372	Dysménorrhée
67747372	Règles douloureuses
67750518	Hypercholestérolémie
67750518	Hyperlipidémie
67751851	Rhinite allergique
67753553	Angine de poitrine
67753553	Angor
67753553	Hypertension artérielle
67753717	Angine de poitrine
67753717	Angor
67753717	Embolie pulmonaire
67753717	Infarctus du myocarde
67753717	Phlébite
67753717	Thrombose veineuse
67754057	Reflux gastro-oesophagien
67755020	Dysménorrhée
67755020	Règles douloureuses
67757936	Hypertension artérielle
67759517	Angine de poitrine
67759517	Angor
67759517	Embolie pulmonaire
67759517	Infarctus du myocarde
67759517	Phlébite
67759517	Thrombose veineuse
67759549	Diabète
67759759	Diarrhée
67760537	Hypercholestérolémie
67760537	Hyperlipidémie
67760715	Ostéoporose
67762488	Hypercholestérolémie
67762488	Hyperlipidémie
67765751	Schizophrénie
67767186	Angine de poitrine
67767186	Angor
67767186	Hypercholestérolémie
67767186	Hyperlipidémie
67767186	Hypertension artérielle
67767535	Lupus
67767535	Polyarthrite juvénile
67767535	Polyarthrite rhumatoïde
67769949	Hypertension artérielle
67769949	Infarctus du myocarde
67769949	Insuffisance cardiaque
67770143	Insuffisance cardiaque
67770321	Hypertension artérielle
67770378	Dysménorrhée
67770378	Règles douloureuses
67771398	Angine de poitrine
67771398	Angor
67771398	Extrasystoles
67771398	Hypertension artérielle
67771398	Infarctus du myocarde
67777579	Vaginite
67780454	Dermatite de contact
67780454	Eczéma de contact
67780625	Glaucome
67781613	Schizophrénie
67781741	Schizophrénie
67783870	Cystite
67783870	Maladie de Lyme
67783870	Otite moyenne aiguë
67783870	Sinusite
67785202	Constipation
67785736	Polyarthrite rhumatoïde
67787406	Polyarthrite rhumatoïde
67787559	Angine de poitrine
67787559	Angor
67787559	Extrasystoles
67787559	Hypertension artérielle
67788604	Dépression
67791066	Maladie de Crohn
67791066	Polyarthrite juvénile
67791066	Polyarthrite rhumatoïde
67791066	Psoriasis
67791290	Hypertension artérielle
67791290	Infarctus du myocarde
67791290	Insuffisance cardiaque
67791479	Reflux gastro-oesophagien
67791479	Ulcère gastro-duodénal
67793327	Cystite
67793327	Otite externe aiguë
67793327	Sinusite
67794532	Goutte
67794532	Hyperuricémie
67794646	Impuissance masculine
67798274	Dépression
67798840	Dermatite atopique
67798840	Eczéma atopique
67802737	Asthme
67803383	Asthme
67811024	Hypertension artérielle
67811330	Diabète
67813445	Asthme
67813445	Rhinite allergique
67813947	Hypertension artérielle
67813947	Infarctus du myocarde
67813947	Insuffisance cardiaque
67815268	Insuffisance cardiaque
67816174	Ostéoporose
67816854	Diabète
67817899	BPCO
67817899	Bronchopneumopathie chronique obstructive
67817899	Sinusite
67818129	Hypertension artérielle
67818595	Epilepsie
67819081	Dermatite de contact
67819081	Eczéma de contact
67823603	Grippe saisonnière
67827128	Reflux gastro-oesophagien
67827128	Ulcère gastro-duodénal
67827270	Asthme
67827270	BPCO
67827270	Bronchopneumopathie chronique obstructive
67827861	Conjonctivite allergique
67828244	Hypertension artérielle
67828333	BPCO
67828333	Bronchopneumopathie chronique obstructive
67828333	Maladie de Lyme
67828333	Otite moyenne aiguë
67828333	Syphilis
67828454	Angine de poitrine
67828454	Angor
67829054	Polyarthrite rhumatoïde
67829684	Epilepsie
67830373	Schizophrénie
67832552	Diabète
67832958	Epilepsie
67834521	Coliques néphrétiques
67835655	Cystite
67835655	Otite moyenne aiguë
67835655	Sinusite
67836853	Hypertension artérielle
67836853	Insuffisance cardiaque
67836928	Alopécie
67837026	Impuissance masculine
67838060	Asthme
67838060	BPCO
67838060	Bronchopneumopathie chronique obstructive
67838085	Anxiété
67838085	Urticaire
67838110	Sinusite
67838740	Anxiété
67838740	Epilepsie
67839212	Dépression
67839657	Epilepsie
67839899	Coliques néphrétiques
67840467	Impuissance masculine
67841576	Hyperlipidémie
67841804	Polyarthrite rhumatoïde
67843958	Anémie par carence en fer
67846744	Schizophrénie
67848097	Dysménorrhée
67848097	Règles douloureuses
67849644	Dysménorrhée
67849644	Polyarthrite juvénile
67849644	Polyarthrite rhumatoïde
67849644	Règles douloureuses
67851467	Alcoolisme
67851467	Anxiété
67851645	Constipation
67853564	Polyarthrite juvénile
67853564	Polyarthrite rhumatoïde
67853564	Psoriasis
67855921	Anxiété
67855921	Epilepsie
67856578	Hypertension artérielle
67856578	Insuffisance cardiaque
67856966	Hypertension artérielle
67856966	Insuffisance cardiaque
67857477	Dépression
67859371	Adénome bénin de la prostate
67859371	Hypertrophie bénigne de la prostate
67859994	Epilepsie
67860306	Enurésie
67862848	Tabagisme
67862887	Enurésie
67863626	Hypertension artérielle
67864735	Hypercholestérolémie
67864735	Hyperlipidémie
67866323	Candidose buccale
67866323	Onychomycose
67866323	Pityriasis versicolor
67866768	Vertiges de Ménière
67866775	Hypertension artérielle
67866864	Angine de poitrine
67866864	Angor
67866864	Insuffisance cardiaque
67867311	Constipation
67869725	Hypertension artérielle
67871167	Angine de poitrine
67871167	Angor
67871167	Hypertension artérielle
67872002	Reflux gastro-oesophagien
67872002	Ulcère duodénal
67872002	Ulcère gastrique
67872002	Ulcère gastro-duodénal
67872828	Hypertension artérielle
67873887	Anxiété
67873887	Epilepsie
67874804	Hypertension artérielle
67876328	Migraine
67876869	Onychomycose
67876901	Tuberculose
67877152	Hypercholestérolémie
67877152	Hyperlipidémie
67880440	Ostéoporose
67881866	Hypertension artérielle
67881866	Insuffisance cardiaque
67885003	Anxiété
67885003	Dépression
67885537	Rhinite allergique
67886475	Alcoolisme
67886475	Anxiété
67886607	Onychomycose
67886888	Rhinite allergique
67886888	Urticaire
67887431	Asthme
67887431	BPCO
67887431	Bronchopneumopathie chronique obstructive
67888330	Dysménorrhée
67888330	Règles douloureuses
67888889	Nausées et vomissements
67891013	Cystite
67891013	Otite moyenne aiguë
67891013	Prostatite
67891013	Sinusite
67891013	Toxoplasmose
67893740	Hypertension artérielle
67897322	Reflux gastro-oesophagien
67898381	Conjonctivite allergique
67899241	Migraine
67899960	Hémorroïdes
67900409	Maladie de Parkinson
67900882	Acné
67900882	Syphilis
67901945	Diabète
67901977	Otite externe aiguë
67902118	Ostéoporose
67904304	Constipation
67904496	Alcoolisme
67904496	Anxiété
67906013	Tabagisme
67907535	Hypertension artérielle
67911252	Impuissance masculine
67911779	Diarrhée
67913552	Dysménorrhée
67913552	Règles douloureuses
67916395	Asthme
67917554	Asthme
67917629	Alcoolisme
67917629	Anxiété
67918211	Glaucome
67918713	Rhinite allergique
67918713	Urticaire
67921759	Diabète
67923589	Syphilis
67925273	Impuissance masculine
67926980	Conjonctivite allergique
67926980	Rhinite allergique
67928173	Anxiété
67928173	Epilepsie
67928853	Reflux gastro-oesophagien
67928853	Ulcère duodénal
67928853	Ulcère gastrique
67928853	Ulcère gastro-duodénal
67931689	Hypercholestérolémie
67931689	Hyperlipidémie
67932983	Sinusite
67933494	Vaginite
67933697	Impuissance masculine
67934781	Hypertension artérielle
67935602	Diabète
67936106	Arthrose de la hanche
67936106	Arthrose du genou
67936106	Coxarthrose
67936106	Gonarthrose
67937311	Anxiété
67937311	Dépression
67937514	Hypertension artérielle
67937514	Infarctus du myocarde
67937514	Insuffisance cardiaque
67938491	Dermatite atopique
67938491	Dermatite de contact
67938491	Eczéma atopique
67938491	Eczéma de contact
67938491	Lupus
67938491	Psoriasis
67939013	Sinusite
67939611	Acné
67939611	Syphilis
67939789	Constipation
67940243	Hypertension artérielle
67941085	Schizophrénie
67943111	Asthme
67943809	Hypertension artérielle
67945482	Dermatite atopique
67945482	Dermatite de contact
67945482	Eczéma atopique
67945482	Eczéma de contact
67945482	Lupus
67945482	Psoriasis
67947145	Diabète
67947145	Insuffisance cardiaque
67947298	Hypertension artérielle
67947914	Maladie de Crohn
67947914	Polyarthrite rhumatoïde
67947914	Psoriasis
67947914	Rectocolite hémorragique
67948731	Epilepsie
67948749	Pityriasis versicolor
67951179	Angine de poitrine
67951179	Angor
67951179	Extrasystoles
67951179	Hypertension artérielle
67951179	Infarctus du myocarde
67951706	Cystite
67952249	Acné
67952772	Impuissance masculine
67953657	Hypertension artérielle
67953657	Insuffisance cardiaque
67954061	Angine de poitrine
67954061	Angor
67954061	Hypertension artérielle
67954061	Hyperthyroïdie
67954061	Infarctus du myocarde
67954061	Migraine
67954321	Adénome bénin de la prostate
67954321	Hypertrophie bénigne de la prostate
67955373	Angine de poitrine
67955373	Angor
67955373	Insuffisance cardiaque
67956742	Alcoolisme
67956742	Anxiété
67957958	Adénome bénin de la prostate
67957958	Hypertrophie bénigne de la prostate
67959261	Alcoolisme
67959261	Anxiété
67959261	Epilepsie
67959838	Grippe saisonnière
67961508	Hypertension artérielle
67961853	Polyarthrite juvénile
67961853	Polyarthrite rhumatoïde
67961853	Psoriasis
67961885	Toxoplasmose
67962026	Hypertension artérielle
67963167	Hypertension artérielle
67963167	Infarctus du myocarde
67966754	Hypertension artérielle
67970560	Adénome bénin de la prostate
67970560	Hypertension artérielle
67970560	Hypertrophie bénigne de la prostate
67971737	Schizophrénie
67972216	Reflux gastro-oesophagien
67972216	Ulcère duodénal
67972216	Ulcère gastrique
67972216	Ulcère gastro-duodénal
67972426	Cystite
67973656	Anxiété
67973656	Epilepsie
67974110	Hémorroïdes
67974498	Schizophrénie
67975696	Dysménorrhée
67975696	Règles douloureuses
67976232	Tabagisme
67976385	Carence en vitamine D
67976385	Ostéoporose
67979050	Rhinite allergique
67979050	Urticaire
67979189	Reflux gastro-oesophagien
67981763	Angine de poitrine
67981763	Angor
67981763	Hypertension artérielle
67982527	Aspergillose
67984909	BPCO
67984909	Bronchopneumopathie chronique obstructive
67984909	Cystite
67984909	Prostatite
67984909	Sinusite
67985231	Hypertension artérielle
67988035	Gale
67989653	Cystite
67989653	Maladie de Lyme
67989653	Otite moyenne aiguë
67989653	Sinusite
67995040	Reflux gastro-oesophagien
67995040	Ulcère duodénal
67995040	Ulcère gastrique
67995040	Ulcère gastro-duodénal
67995282	Hyposialie
67997205	Sinusite
67997582	Impuissance masculine
67997721	Asthme
67997721	BPCO
67997721	Bronchopneumopathie chronique obstructive
68001016	Ostéoporose
68001621	Vaginite
68004005	Angine de poitrine
68004005	Angor
68004005	Insuffisance cardiaque
68004603	Ostéoporose
68007058	Grippe saisonnière
68009657	Constipation
68009803	Hypertension artérielle
68010307	Diabète
68013125	Hypercholestérolémie
68013125	Hyperlipidémie
68013125	Infarctus du myocarde
68014323	Maladie de Parkinson
68014679	Constipation
68015560	Polyarthrite rhumatoïde
68017682	Anxiété
68017682	Dépression
68022786	Dépression
68023589	Arthrose de la hanche
68023589	Arthrose du genou
68023589	Coxarthrose
68023589	Gonarthrose
68025857	Dysménorrhée
68025857	Règles douloureuses
68026724	BPCO
68026724	Bronchopneumopathie chronique obstructive
68026724	Maladie de Lyme
68026724	Otite moyenne aiguë
68026724	Syphilis
68028166	Maladie de Parkinson
68029656	Hypertension artérielle
68029656	Insuffisance cardiaque
68033779	Dysménorrhée
68033779	Règles douloureuses
68034607	Angine de poitrine
68034607	Angor
68034607	Embolie pulmonaire
68034607	Infarctus du myocarde
68034607	Phlébite
68034607	Thrombose veineuse
68035506	Reflux gastro-oesophagien
68035506	Ulcère duodénal
68035506	Ulcère gastrique
68035506	Ulcère gastro-duodénal
68036348	Asthme
68036348	BPCO
68036348	Bronchopneumopathie chronique obstructive
68037368	Anémie par carence en fer
68037642	Anxiété
68037642	Dépression
68037788	Migraine
68039248	Otite externe aiguë
68040834	Hypertension artérielle
68042657	Hypertension artérielle
68042657	Infarctus du myocarde
68042657	Insuffisance cardiaque
68045361	Hypertension artérielle
68050650	Hypertension artérielle
68050650	Insuffisance cardiaque
68052288	Polyarthrite rhumatoïde
68053454	Reflux gastro-oesophagien
68053454	Ulcère gastro-duodénal
68053582	Diarrhée
68054595	Nausées et vomissements
68054823	Dysménorrhée
68054823	Règles douloureuses
68055697	Anxiété
68055697	Epilepsie
68056436	Hypertension artérielle
68056596	Rhinite allergique
68056596	Urticaire
68058063	Epilepsie
68058227	Glaucome
68065816	Hypertension artérielle
68065816	Infarctus du myocarde
68065816	Insuffisance cardiaque
68066416	Diabète
68066715	Goutte
68067589	Hypercholestérolémie
68067589	Hyperlipidémie
68069647	Asthme
68070293	Conjonctivite allergique
68070293	Rhinite allergique
68070731	Herpès génital
68070731	Herpès labial
68070731	Herpès oculaire
68070731	Zona ophtalmique
68072846	Schizophrénie
68075899	Anxiété
68075899	Epilepsie
68077576	Asthme
68077882	Maladie de Parkinson
68078991	Hypertension artérielle
68079933	Adénome bénin de la prostate
68079933	Hypertension artérielle
68079933	Hypertrophie bénigne de la prostate
68079933	Insuffisance cardiaque
68079965	Epilepsie
68080063	Epilepsie
68080241	Maladie de Parkinson
68080800	Varices
68080825	Hypertension artérielle
68080825	Infarctus du myocarde
68080825	Insuffisance cardiaque
68081368	Coliques néphrétiques
68081368	Dysménorrhée
68081368	Règles douloureuses
68082491	Hypertension artérielle
68082865	Anxiété
68082865	Dépression
68083942	Hypertension artérielle
68085224	Anxiété
68085224	Dépression
68085562	Tabagisme
68088245	Reflux gastro-oesophagien
68088245	Ulcère duodénal
68088245	Ulcère gastrique
68088245	Ulcère gastro-duodénal
68088430	Cystite
68088430	Maladie de Lyme
68088430	Otite moyenne aiguë
68088430	Sinusite
68091113	Hypertension artérielle
68095898	Insomnie
68096904	Angine de poitrine
68096904	Angor
68096904	Hypertension artérielle
68099448	Hypertension artérielle
68099640	Maladie de Parkinson
68100377	Hypercholestérolémie
68100377	Hyperlipidémie
68102563	Herpès labial
68104411	Alcoolisme
68104411	Anxiété
68106558	Hyperuricémie
68106914	Uvéite
68107934	Impuissance masculine
68110962	Polyarthrite rhumatoïde
68115945	Hypertension artérielle
68116292	Cystite
68116292	Maladie de Lyme
68116292	Otite moyenne aiguë
68116292	Sinusite
68117871	Diabète
68118158	Hyperlipidémie
68121332	Hypertension artérielle
68122911	Epilepsie
68125487	Candidose buccale
68125487	Onychomycose
68125487	Pityriasis versicolor
68125932	Hypercholestérolémie
68125932	Hyperlipidémie
68126062	Hypertension artérielle
68128273	Hypertension artérielle
68128273	Insuffisance cardiaque
68129457	Adénome bénin de la prostate
68129457	Hypertrophie bénigne de la prostate
68130153	Enurésie
68131878	Angine de poitrine
68131878	Angor
68132834	Cystite
68132834	Sinusite
68133466	Acné
68133466	Syphilis
68133651	Embolie pulmonaire
68133651	Phlébite
68133651	Thrombose veineuse
68134034	Maladie de Parkinson
68135556	Schizophrénie
68137895	Angine de poitrine
68137895	Angor
68137895	Hypertension artérielle
68138972	Epilepsie
68139704	Hémorroïdes
68139818	Hypercholestérolémie
68139818	Hyperlipidémie
68139992	Diabète
68140336	Hypertension artérielle
68142440	Polyarthrite rhumatoïde
68143802	Reflux gastro-oesophagien
68143802	Ulcère duodénal
68143802	Ulcère gastrique
68143802	Ulcère gastro-duodénal
68144249	Cystite
68144249	Otite moyenne aiguë
68144249	Sinusite
68144676	Anxiété
68144676	Dépression
68144936	Adénome bénin de la prostate
68144936	Hypertrophie bénigne de la prostate
68145550	Hypertension artérielle
68145550	Infarctus du myocarde
68145550	Insuffisance cardiaque
68147462	Hépatite B
68147971	Hypertension artérielle
68147971	Insuffisance cardiaque
68153561	Diabète
68155046	Hypertension artérielle
68155046	Insuffisance cardiaque
68155950	Hypertension artérielle
68156080	Ostéoporose
68156269	Polyarthrite rhumatoïde
68157307	Ostéoporose
68158028	Constipation
68158195	Angine de poitrine
68158195	Angor
68158195	Hypertension artérielle
68159048	Hypertension artérielle
68159048	Infarctus du myocarde
68159048	Insuffisance cardiaque
68159596	Schizophrénie
68162083	Hypertension artérielle
68162667	Onychomycose
68162667	Pityriasis versicolor
68162770	Glaucome
68162966	Impuissance masculine
68163833	Rhinite allergique
68163833	Sinusite
68165033	Rhinite allergique
68165033	Urticaire
68167148	Angine de poitrine
68167148	Angor
68167148	Extrasystoles
68167148	Hypertension artérielle
68170799	Hypertension artérielle
68170799	Infarctus du myocarde
68170799	Insuffisance cardiaque
68172597	Impétigo
68173560	Epilepsie
68173884	Diarrhée
68174071	Asthme
68174071	BPCO
68174071	Bronchopneumopathie chronique obstructive
68174324	Vaginite
68176802	Alcoolisme
68176802	Anxiété
68176955	Anxiété
68176955	Dépression
68178657	Hypercholestérolémie
68178657	Hyperlipidémie
68179830	Angine de poitrine
68179830	Angor
68179830	Hypertension artérielle
68179830	Infarctus du myocarde
68181322	Athérosclérose cardio-vasculaire
68181322	Hypercholestérolémie
68181322	Hyperlipidémie
68181404	Anxiété
68181404	Dépression
68181742	Hypertension artérielle
68181742	Infarctus du myocarde
68181742	Insuffisance cardiaque
68182431	Diabète
68182495	Candidose buccale
68182495	Onychomycose
68182495	Pityriasis versicolor
68182666	Ostéoporose
68183914	Grippe saisonnière
68186440	Hypertension artérielle
68187446	Adénome bénin de la prostate
68187446	Hypertrophie bénigne de la prostate
68190442	Hyperthyroïdie
68190442	Hypothyroïdie
68192016	Angine de poitrine
68192016	Angor
68192016	Embolie pulmonaire
68192016	Infarctus du myocarde
68192016	Phlébite
68192016	Thrombose veineuse
68196071	Diabète
68196203	Hypertension artérielle
68196203	Infarctus du myocarde
68198108	Dépression
68198108	Schizophrénie
68198987	Enurésie
68202115	Carence en vitamine D
68203174	Ulcère duodénal
68203174	Ulcère gastrique
68203174	Ulcère gastro-duodénal
68204269	Cystite
68204269	Otite moyenne aiguë
68204269	Sinusite
68206925	Epilepsie
68209070	Maladie de Parkinson
68209355	Athérosclérose cardio-vasculaire
68209355	Hypertension artérielle
68212077	Hypercholestérolémie
68212077	Hyperlipidémie
68216773	Ostéoporose
68217804	Acné
68217804	Syphilis
68218639	Hypertension artérielle
68220145	Angine de poitrine
68220145	Angor
68220145	Hypertension artérielle
68220323	Hyperuricémie
68220693	Epilepsie
68220857	Diabète
68227652	Angine de poitrine
68227652	Angor
68228761	Hypercholestérolémie
68228761	Hyperlipidémie
68229297	BPCO
68229297	Bronchopneumopathie chronique obstructive
68229297	Cystite
68229297	Sinusite
68229767	Ostéoporose
68230417	Dysménorrhée
68230417	Migraine
68230417	Règles douloureuses
68231138	Anxiété
68231138	Dépression
68232350	Migraine
68232578	Hypercholestérolémie
68232578	Hyperlipidémie
68232635	Insuffisance cardiaque
68232927	Maladie de Parkinson
68233961	Hypertension artérielle
68233961	Insuffisance cardiaque
68238175	Epilepsie
68238481	Impuissance masculine
68238848	Hypertension artérielle
68241075	Aspergillose
68241207	Hémorroïdes
68242177	Asthme
68242177	BPCO
68242177	Bronchopneumopathie chronique obstructive
68243770	Angine de poitrine
68243770	Angor
68243770	Hypertension artérielle
68243813	Dermatite de contact
68243813	Eczéma de contact
68245006	Hémorroïdes
68249079	Dysménorrhée
68249079	Règles douloureuses
68250551	Pityriasis versicolor
68251475	Hypertension artérielle
68256084	Anxiété
68256084	Epilepsie
68256216	Schizophrénie
68259372	Diabète
68261117	Urticaire
68262500	Nausées et vomissements
68263545	Anxiété
68263545	Dépression
68264234	Varices
68265101	Ostéoporose
68265172	Hyperthyroïdie
68265172	Hypothyroïdie
68266705	Reflux gastro-oesophagien
68266705	Ulcère duodénal
68266705	Ulcère gastrique
68266705	Ulcère gastro-duodénal
68267102	Epilepsie
68267981	Polyarthrite rhumatoïde
68268955	Schizophrénie
68269128	Hypertension artérielle
68269288	Anémie par carence en fer
68269975	Alcoolisme
68269975	Anxiété
68270422	Dépression
68270422	Schizophrénie
68270924	BPCO
68270924	Bronchopneumopathie chronique obstructive
68270924	Cystite
68270924	Prostatite
68270924	Sinusite
68272505	Hypertension artérielle
68272505	Insuffisance cardiaque
68272626	Hypercholestérolémie
68272626	Hyperlipidémie
68276279	Diarrhée
68278216	Hypertension artérielle
68278928	Maladie de Parkinson
68279040	Polyarthrite rhumatoïde
68279250	Hypercholestérolémie
68279250	Hyperlipidémie
68280975	Carence en vitamine D
68283252	Hyperthyroïdie
68283252	Hypothyroïdie
68283672	Asthme
68284564	Tabagisme
68288712	Dépression
68288833	Carence en vitamine D
68288833	Ostéoporose
68289554	Cystite
68289554	Maladie de Lyme
68289554	Otite moyenne aiguë
68289554	Sinusite
68291548	Schizophrénie
68293225	Sinusite
68294626	Hypercholestérolémie
68294626	Hyperlipidémie
68296050	Insuffisance cardiaque
68297693	Cystite
68297693	Maladie de Lyme
68297693	Otite moyenne aiguë
68297693	Sinusite
68299979	Angine de poitrine
68299979	Angor
68300050	Ostéoporose
68300285	Maladie de Lyme
68300285	Prostatite
68300285	Syphilis
68303281	Paludisme
68303445	Herpès génital
68305211	Glaucome
68310952	Hypertension artérielle
68310952	Insuffisance cardiaque
68311292	Maladie de Crohn
68311292	Polyarthrite juvénile
68311292	Polyarthrite rhumatoïde
68311292	Psoriasis
68311292	Rectocolite hémorragique
68311292	Uvéite
68311602	Anxiété
68311602	Dépression
68311716	Hypertension artérielle
68311869	Sinusite
68311869	Toxoplasmose
68312864	Dermatite atopique
68312864	Eczéma atopique
68312864	Psoriasis
68313699	Dépression
68314370	Diabète
68316389	Schizophrénie
68318486	Anxiété
68318931	Nausées et vomissements
68319595	Diabète
68320156	Hypertension artérielle
68320252	Goutte
68320252	Hyperuricémie
68321824	Reflux gastro-oesophagien
68321824	Ulcère duodénal
68321824	Ulcère gastrique
68321824	Ulcère gastro-duodénal
68325609	Hypertension artérielle
68325609	Infarctus du myocarde
68328199	Epilepsie
68329212	Angine de poitrine
68329212	Angor
68329212	Hypertension artérielle
68329714	BPCO
68329714	Bronchopneumopathie chronique obstructive
68329714	Maladie de Lyme
68329714	Otite moyenne aiguë
68329714	Syphilis
68329792	Rhinite allergique
68330200	Polyarthrite rhumatoïde
68330200	Rectocolite hémorragique
68330257	Dépression
68330684	Anxiété
68330684	Dépression
68330684	Schizophrénie
68333591	Ostéoporose
68334241	Hypertension artérielle
68335966	Hyperuricémie
68337369	Dysménorrhée
68337369	Règles douloureuses
68337593	Hypertension artérielle
68337885	Hypertension artérielle
68337885	Infarctus du myocarde
68337885	Insuffisance cardiaque
68340034	Asthme
68340917	Schizophrénie
68343016	Hypertension artérielle
68344004	Rhinite allergique
68344004	Urticaire
68346119	Pityriasis versicolor
68347107	Alopécie
68347388	Diabète
68349332	Schizophrénie
68351486	Angine de poitrine
68351486	Angor
68351486	Hypertension artérielle
68352481	Hypertension artérielle
68353583	Hypertension artérielle
68353836	Epilepsie
68353836	Migraine
68353989	Anxiété
68353989	Dépression
68354386	Migraine
68354703	Schizophrénie
68354856	Dysménorrhée
68354856	Migraine
68354856	Règles douloureuses
68355716	Hypertension artérielle
68355716	Infarctus du myocarde
68355716	Insuffisance cardiaque
68355730	Athérosclérose cardio-vasculaire
68355730	Hypercholestérolémie
68355730	Hyperlipidémie
68355755	Hypertension artérielle
68356259	Hypertension artérielle
68356259	Infarctus du myocarde
68356259	Insuffisance cardiaque
68356362	Sinusite
68356857	Hypertension artérielle
68359312	Hypertension artérielle
68362319	Schizophrénie
68363595	Dépression
68364117	Embolie pulmonaire
68364117	Phlébite
68364117	Thrombose veineuse
68364487	Angine de poitrine
68364487	Angor
68365226	Asthme
68365226	BPCO
68365226	Bronchopneumopathie chronique obstructive
68365525	Glaucome
68366495	Impuissance masculine
68368941	Nausées et vomissements
68369993	Athérosclérose cardio-vasculaire
68369993	Hypertension artérielle
68370337	Dermatite de contact
68370337	Eczéma de contact
68370547	Hypertension artérielle
68371574	Hypertension artérielle
68371745	Diabète
68372441	Psoriasis
68373205	Hypertension artérielle
68373924	Adénome bénin de la prostate
68373924	Hypertrophie bénigne de la prostate
68374652	Anxiété
68374652	Epilepsie
68375366	Insuffisance cardiaque
68378405	Diabète
68379126	Migraine
68380153	Insuffisance cardiaque
68380281	Cystite
68380281	Otite moyenne aiguë
68380281	Sinusite
68382834	Anxiété
68382834	Epilepsie
68382930	Hypercholestérolémie
68382930	Hyperlipidémie
68383021	Anxiété
68383021	Dépression
68386619	Conjonctivite allergique
68387379	Constipation
68389476	Maladie de Parkinson
68389750	Constipation
68390553	Dysménorrhée
68390553	Règles douloureuses
68391071	Hypertension artérielle
68391071	Infarctus du myocarde
68391527	Ostéoporose
68393389	Hyperuricémie
68395073	Hémorroïdes
68395529	Hypertension artérielle
68396830	Anxiété
68396830	Dépression
68396894	Hypertension artérielle
68398945	Anxiété
68398945	Epilepsie
68399755	Nausées et vomissements
68399919	Cystite
68399919	Sinusite
68401010	Maladie de Parkinson
68401067	Herpès oculaire
68402767	Impétigo
68402767	Sinusite
68403716	Epilepsie
68403755	Diarrhée
68403965	Hypertension artérielle
68407287	Maladie de Crohn
68407287	Rectocolite hémorragique
68408122	Schizophrénie
68410194	Hypertension artérielle
