Code_CIS	Pathologie
61905997	Impuissance masculine
61907585	Maladie de Parkinson
61908071	Dysménorrhée
61908071	Règles douloureuses
61911861	Anxiété
61911861	Epilepsie
61913385	Epilepsie
61913385	Migraine
61913620	Hémorroïdes
61917063	Insuffisance cardiaque
61919121	Pityriasis versicolor
61923059	Sinusite
61923511	Hypercholestérolémie
61923511	Hyperlipidémie
61924481	Diarrhée
61926087	Angine de poitrine
61926087	Angor
61926087	Hypertension artérielle
61926144	Epilepsie
61926913	Cystite
61926913	Otite externe aiguë
61926913	Sinusite
61927417	Polyarthrite rhumatoïde
61927584	Polyarthrite juvénile
61927584	Polyarthrite rhumatoïde
61928896	Hypertension artérielle
61928896	Insuffisance cardiaque
61930096	Dépression
61931796	Anxiété
61931796	Dépression
61932026	BPCO
61932026	Bronchopneumopathie chronique obstructive
61932026	Cystite
61932026	Prostatite
61932026	Sinusite
61935264	Cystite
61935346	Epilepsie
61937233	Angine de poitrine
61937233	Angor
61937233	Embolie pulmonaire
61937233	Infarctus du myocarde
61937233	Phlébite
61937233	Thrombose veineuse
61937888	Diabète
61937984	Hypertension artérielle
61938189	Hypertension artérielle
61938584	Herpès labial
61938997	Dermatite atopique
61938997	Dermatite de contact
61938997	Eczéma atopique
61938997	Eczéma de contact
61938997	Lupus
61938997	Psoriasis
61939017	Hypertension artérielle
61939921	Angine de poitrine
61939921	Angor
61939921	Hypertension artérielle
61940966	Hypercholestérolémie
61940966	Hyperlipidémie
61941979	Hypotension orthostatique
61942561	Vertiges de Ménière
61942668	Hypercholestérolémie
61942668	Hyperlipidémie
61944313	Hémorroïdes
61945162	Angine de poitrine
61945162	Angor
61945162	Extrasystoles
61945162	Hypertension artérielle
61945162	Infarctus du myocarde
61945753	Hypertension artérielle
61945753	Infarctus du myocarde
61945753	Insuffisance cardiaque
61946403	Angine de poitrine
61946403	Angor
61946403	Infarctus du myocarde
61946531	Hypertension artérielle
61947423	Hypertension artérielle
61947423	Infarctus du myocarde
61947423	Insuffisance cardiaque
61950444	Hypertension artérielle
61951090	Nausées et vomissements
61951546	Rectocolite hémorragique
61952527	Angine de poitrine
61952527	Angor
61952527	Insuffisance cardiaque
61954421	Anxiété
61954421	Epilepsie
61955523	Hypertension artérielle
61956187	Dépression
61956276	Hypertension artérielle
61956319	Epilepsie
61957392	Diarrhée
61958697	Candidose buccale
61958697	Onychomycose
61958697	Pityriasis versicolor
61959735	Dysménorrhée
61959735	Migraine
61959735	Règles douloureuses
61959781	Constipation
61960118	Hypertension artérielle
61960118	Infarctus du myocarde
61960118	Insuffisance cardiaque
61962852	Dépression
61963153	Asthme
61963153	BPCO
61963153	Bronchopneumopathie chronique obstructive
61964013	Epilepsie
61964091	Dysménorrhée
61964091	Règles douloureuses
61964472	Anxiété
61966263	Constipation
61966605	Sinusite
61967205	Hypercholestérolémie
61967205	Hyperlipidémie
61969626	Hypertension artérielle
61971520	Asthme
61971520	Urticaire
61972227	Diarrhée
61976243	Hypertension artérielle
61977014	Hypertension artérielle
61981016	Dépression
61981906	Polyarthrite rhumatoïde
61982538	Reflux gastro-oesophagien
61982538	Ulcère duodénal
61982538	Ulcère gastrique
61982538	Ulcère gastro-duodénal
61983729	Hypertension artérielle
61983832	Schizophrénie
61986853	Hémorroïdes
61989753	Constipation
61989835	Vertiges de Ménière
61990606	Dysménorrhée
61990606	Polyarthrite rhumatoïde
61990606	Règles douloureuses
61991793	Ostéoporose
61992169	Maladie de Parkinson
61993698	Constipation
61995884	Diabète
61996139	Maladie de Parkinson
61998282	Anxiété
61998282	Epilepsie
61999103	Angine de poitrine
61999103	Angor
61999103	Embolie pulmonaire
61999103	Infarctus du myocarde
61999103	Phlébite
61999103	Thrombose veineuse
62000092	Epilepsie
62000441	Diabète
62000861	Schizophrénie
62002638	Polyarthrite rhumatoïde
62002809	Angiome
62002809	Asthme
62002809	BPCO
62002809	Bronchopneumopathie chronique obstructive
62002809	Laryngite aiguë
62002809	Lupus
62002809	Maladie de Crohn
62002809	Nausées et vomissements
62002809	Polyarthrite rhumatoïde
62002809	Rectocolite hémorragique
62002809	Rhinite allergique
62002809	Sinusite
62002809	Tuberculose
62002809	Urticaire
62002809	Uvéite
62003590	Acné
62005075	Angine de poitrine
62005075	Angor
62005075	Hypercholestérolémie
62005075	Hyperlipidémie
62005075	Hypertension artérielle
62005883	Rhinite allergique
62005883	Urticaire
62005890	Polyarthrite rhumatoïde
62006750	Diabète
62008580	Dermatite de contact
62008580	Eczéma de contact
62011103	Angine de poitrine
62011103	Angor
62013136	Dysménorrhée
62013136	Règles douloureuses
62013175	Asthme
62013232	Hypertension artérielle
62013232	Insuffisance cardiaque
62013467	Polyarthrite rhumatoïde
62016239	Hypercholestérolémie
62016239	Hyperlipidémie
62017113	Dermatite atopique
62017113	Dermatite de contact
62017113	Eczéma atopique
62017113	Eczéma de contact
62017113	Lupus
62017113	Psoriasis
62018101	Angine de poitrine
62018101	Angor
62018101	Infarctus du myocarde
62018514	Migraine
62019370	Hypercholestérolémie
62019370	Hyperlipidémie
62022480	Herpès génital
62022612	Schizophrénie
62022861	Angine de poitrine
62022861	Angor
62022861	Extrasystoles
62022861	Hypertension artérielle
62022861	Infarctus du myocarde
62025327	Aspergillose
62025626	Adénome bénin de la prostate
62025626	Hypertrophie bénigne de la prostate
62026233	Dermatite atopique
62026233	Eczéma atopique
62026621	BPCO
62026621	Bronchopneumopathie chronique obstructive
62026621	Sinusite
62026945	Gale
62027794	Hypertension artérielle
62027876	Grippe saisonnière
62027883	Cystite
62027883	Otite moyenne aiguë
62027883	Sinusite
62028152	Polyarthrite rhumatoïde
62028825	Carence en vitamine D
62030744	Diabète
62031077	Diabète
62033904	Candidose buccale
62033904	Onychomycose
62033904	Pityriasis versicolor
62034970	Ulcère duodénal
62034970	Ulcère gastrique
62034970	Ulcère gastro-duodénal
62036213	BPCO
62036213	Bronchopneumopathie chronique obstructive
62036633	Hypertension artérielle
62038157	Hypertension artérielle
62038794	BPCO
62038794	Bronchopneumopathie chronique obstructive
62038794	Cystite
62038794	Prostatite
62038794	Sinusite
62039483	Migraine
62039768	Athérosclérose cardio-vasculaire
62039768	Hypercholestérolémie
62039768	Hyperlipidémie
62041484	Hypercholestérolémie
62041484	Hyperlipidémie
62042102	Angine de poitrine
62042102	Angor
62042102	Hypertension artérielle
62042376	Maladie de Crohn
62042376	Polyarthrite juvénile
62042376	Polyarthrite rhumatoïde
62042376	Psoriasis
62042376	Rectocolite hémorragique
62042376	Uvéite
62044256	Reflux gastro-oesophagien
62044434	Hypertension artérielle
62044434	Insuffisance cardiaque
62045486	Hypertension artérielle
62045486	Infarctus du myocarde
62045486	Insuffisance cardiaque
62046798	Hypercholestérolémie
62046798	Hyperlipidémie
62046798	Infarctus du myocarde
62047793	Dysménorrhée
62047793	Polyarthrite rhumatoïde
62047793	Règles douloureuses
62047925	Hypercholestérolémie
62047925	Hyperlipidémie
62048087	Insomnie
62048105	Vaginite
62052833	Maladie de Crohn
62056326	Hypercholestérolémie
62056326	Hyperlipidémie
62056600	Anxiété
62056600	Epilepsie
62057517	Schizophrénie
62059557	BPCO
62059557	Bronchopneumopathie chronique obstructive
62059557	Cystite
62059557	Prostatite
62059557	Sinusite
62066676	Hypercholestérolémie
62066676	Hyperlipidémie
62066822	Coliques néphrétiques
62066822	Dysménorrhée
62066822	Règles douloureuses
62067696	Anxiété
62067696	Dépression
62069124	Cystite
62069124	Otite externe aiguë
62069124	Sinusite
62071253	Anxiété
62071253	Dépression
62071552	Maladie de Parkinson
62074559	Dysménorrhée
62074559	Règles douloureuses
62075038	Dysménorrhée
62075038	Règles douloureuses
62075255	Reflux gastro-oesophagien
62075255	Ulcère duodénal
62075255	Ulcère gastrique
62075255	Ulcère gastro-duodénal
62076503	Aspergillose
62076503	Candidose buccale
62078365	Adénome bénin de la prostate
62078365	Hypertrophie bénigne de la prostate
62079225	Diarrhée
62080334	Aspergillose
62080626	Hyperthyroïdie
62080626	Hypothyroïdie
62080918	Migraine
62081557	Glaucome
62082004	Impétigo
62082004	Sinusite
62087670	Hépatite A
62091544	Rhinite allergique
62091544	Urticaire
62092895	Angine de poitrine
62092895	Angor
62092895	Extrasystoles
62092895	Hypertension artérielle
62093602	Glaucome
62094280	Hypercholestérolémie
62094280	Hyperlipidémie
62095667	Hypertension artérielle
62095667	Infarctus du myocarde
62095667	Insuffisance cardiaque
62096096	Polyarthrite rhumatoïde
62096139	Angine de poitrine
62096139	Angor
62096139	Extrasystoles
62096139	Hypertension artérielle
62096228	Epilepsie
62096413	BPCO
62096413	Bronchopneumopathie chronique obstructive
62096413	Cystite
62096413	Otite externe aiguë
62096413	Sinusite
62096580	Asthme
62098492	Pityriasis versicolor
62101141	Angine de poitrine
62101141	Angor
62101141	Extrasystoles
62101141	Hypertension artérielle
62104543	Carence en vitamine D
62106380	Dépression
62107482	Hypertension artérielle
62107482	Insuffisance cardiaque
62108292	Adénome bénin de la prostate
62108292	Hypertrophie bénigne de la prostate
62110699	Anxiété
62110699	Epilepsie
62111790	Anxiété
62111790	Dépression
62112248	Reflux gastro-oesophagien
62112248	Ulcère duodénal
62112248	Ulcère gastrique
62112248	Ulcère gastro-duodénal
62113300	BPCO
62113300	Bronchopneumopathie chronique obstructive
62113300	Maladie de Lyme
62113300	Otite moyenne aiguë
62113300	Syphilis
62113318	Schizophrénie
62113528	Anxiété
62116606	Angine de poitrine
62116606	Angor
62116606	Infarctus du myocarde
62116606	Phlébite
62116606	Thrombose veineuse
62118322	Hypertension artérielle
62118322	Infarctus du myocarde
62118322	Insuffisance cardiaque
62119207	Hypercholestérolémie
62119207	Hyperlipidémie
62119972	Constipation
62120177	Alopécie
62121489	Acné
62121667	Hypertension artérielle
62121674	Dermatite atopique
62121674	Eczéma atopique
62121674	Psoriasis
62124275	BPCO
62124275	Bronchopneumopathie chronique obstructive
62124275	Prostatite
62124275	Sinusite
62124478	Schizophrénie
62125733	Rhinite allergique
62125733	Urticaire
62126664	Hypertension artérielle
62127264	Hyperthyroïdie
62127264	Hypothyroïdie
62127307	Asthme
62127360	Hypertension artérielle
62128284	Dysménorrhée
62128284	Règles douloureuses
62128302	Nausées et vomissements
62128430	Constipation
62129870	Hypertension artérielle
62129888	Anxiété
62129888	Dépression
62130342	Polyarthrite juvénile
62130342	Polyarthrite rhumatoïde
62130342	Psoriasis
62132998	Vertiges de Ménière
62134458	Athérosclérose cardio-vasculaire
62134458	Hypercholestérolémie
62134458	Hyperlipidémie
62134839	Reflux gastro-oesophagien
62134839	Ulcère duodénal
62134839	Ulcère gastrique
62134839	Ulcère gastro-duodénal
62137575	Dépression
62137575	Schizophrénie
62139010	Dermatite atopique
62139010	Eczéma atopique
62139195	Extrasystoles
62139195	Hypertension artérielle
62139409	Constipation
62140055	Hypertension artérielle
62144356	Diarrhée
62145376	Adénome bénin de la prostate
62145376	Hypertrophie bénigne de la prostate
62145725	Hypercholestérolémie
62145725	Hyperlipidémie
62146161	Hyperthyroïdie
62146161	Hypothyroïdie
62148714	Embolie pulmonaire
62148714	Phlébite
62148714	Thrombose veineuse
62151087	Polyarthrite juvénile
62151087	Polyarthrite rhumatoïde
62151087	Psoriasis
62152730	Asthme
62152762	Dépression
62154820	Epilepsie
62154877	Diabète
62155071	Tabagisme
62156636	Candidose buccale
62156636	Onychomycose
62156636	Pityriasis versicolor
62158815	Ostéoporose
62158911	Schizophrénie
62159194	Reflux gastro-oesophagien
62159194	Ulcère duodénal
62159194	Ulcère gastrique
62159194	Ulcère gastro-duodénal
62159632	Paludisme
62159778	Hypertension artérielle
62160200	Candidose buccale
62160200	Onychomycose
62160200	Pityriasis versicolor
62161583	Rhinite allergique
62161626	Migraine
62161697	Vertiges de Ménière
62163538	Polyarthrite rhumatoïde
62163958	Cystite
62163958	Maladie de Lyme
62163958	Otite moyenne aiguë
62163958	Sinusite
62164533	Hypercholestérolémie
62164533	Hyperlipidémie
62167084	Angine de poitrine
62167084	Angor
62167084	Hypertension artérielle
62171435	Angiome
62171435	BPCO
62171435	Bronchopneumopathie chronique obstructive
62171435	Laryngite aiguë
62171435	Lupus
62171435	Maladie de Crohn
62171435	Nausées et vomissements
62171435	Polyarthrite rhumatoïde
62171435	Rhinite allergique
62171435	Sinusite
62171435	Tuberculose
62171435	Urticaire
62171435	Uvéite
62171524	Infarctus du myocarde
62172505	Dysménorrhée
62172505	Règles douloureuses
62174246	Hypertension artérielle
62174933	Arthrose de la hanche
62174933	Arthrose du genou
62174933	Coxarthrose
62174933	Gonarthrose
62175330	Insuffisance cardiaque
62176770	Carence en vitamine D
62176877	Epilepsie
62176877	Migraine
62178757	Acné
62179122	Diarrhée
62181041	Dépression
62181041	Schizophrénie
62182563	Alopécie
62182990	Hypercholestérolémie
62182990	Hyperlipidémie
62183964	Hypertension artérielle
62184169	Hypertension artérielle
62184169	Insuffisance cardiaque
62186241	Blépharite
62187140	Angine de poitrine
62187140	Angor
62187140	Embolie pulmonaire
62187140	Infarctus du myocarde
62187140	Phlébite
62187140	Thrombose veineuse
62190827	Rhinite allergique
62190827	Urticaire
62191473	Angiome
62191473	BPCO
62191473	Bronchopneumopathie chronique obstructive
62191473	Laryngite aiguë
62191473	Lupus
62191473	Maladie de Crohn
62191473	Nausées et vomissements
62191473	Polyarthrite rhumatoïde
62191473	Rhinite allergique
62191473	Sinusite
62191473	Tuberculose
62191473	Urticaire
62191473	Uvéite
62193983	Anxiété
62194918	Goutte
62194918	Hyperuricémie
62196488	Glaucome
62197024	Maladie de Crohn
62197024	Polyarthrite juvénile
62197024	Polyarthrite rhumatoïde
62197024	Psoriasis
62199609	Rhinite allergique
62199609	Urticaire
62200673	Reflux gastro-oesophagien
62200673	Ulcère duodénal
62200673	Ulcère gastrique
62201565	Anxiété
62201565	Epilepsie
62202037	Hypertension artérielle
62202293	Nausées et vomissements
62203705	Glaucome
62204134	Reflux gastro-oesophagien
62204134	Ulcère duodénal
62204134	Ulcère gastrique
62204134	Ulcère gastro-duodénal
62204255	Angine de poitrine
62204255	Angor
62204255	Hypertension artérielle
62204262	Infarctus du myocarde
62204262	Insuffisance cardiaque
62205873	Epilepsie
62206135	Hypertension artérielle
62206135	Insuffisance cardiaque
62207600	Hypertension artérielle
62207600	Infarctus du myocarde
62207600	Insuffisance cardiaque
62209971	Maladie de Parkinson
62210849	Ostéoporose
62213717	Hypertension artérielle
62213717	Infarctus du myocarde
62213717	Insuffisance cardiaque
62215045	Angine de poitrine
62215045	Angor
62215045	Extrasystoles
62215045	Hypertension artérielle
62215045	Infarctus du myocarde
62216243	Angine de poitrine
62216243	Angor
62216243	Hypertension artérielle
62217516	Cystite
62217516	Sinusite
62217530	Maladie de Crohn
62217530	Rectocolite hémorragique
62220672	Hypertension artérielle
62220672	Insuffisance cardiaque
62222050	Polyarthrite juvénile
62222050	Polyarthrite rhumatoïde
62222050	Rectocolite hémorragique
62223558	Epilepsie
62227318	Anxiété
62227318	Schizophrénie
62227581	Diabète
62229123	Epilepsie
62231576	Hypertension artérielle
62231576	Infarctus du myocarde
62231576	Insuffisance cardiaque
62232169	Polyarthrite juvénile
62232411	Hypotension orthostatique
62233577	Angine de poitrine
62233577	Angor
62233577	Insuffisance cardiaque
62235247	Migraine
62236089	Angine de poitrine
62236089	Angor
62237643	Schizophrénie
62237910	Dysménorrhée
62237910	Règles douloureuses
62238446	Reflux gastro-oesophagien
62238446	Ulcère duodénal
62238446	Ulcère gastrique
62238446	Ulcère gastro-duodénal
62238453	Hypercholestérolémie
62238453	Hyperlipidémie
62238535	Diarrhée
62240543	Maladie de Parkinson
62240657	Diabète
62240810	Epilepsie
62241816	Hypertension artérielle
62241816	Infarctus du myocarde
62241816	Insuffisance cardiaque
62243639	Laryngite aiguë
62243639	Nausées et vomissements
62243639	Polyarthrite rhumatoïde
62243639	Sinusite
62243639	Uvéite
62245483	Reflux gastro-oesophagien
62246560	Hypertension artérielle
62246560	Insuffisance cardiaque
62246628	Anxiété
62246628	Dépression
62247908	Hypertension artérielle
62247908	Insuffisance cardiaque
62249492	Anxiété
62249492	Epilepsie
62253042	Hypertension artérielle
62253042	Infarctus du myocarde
62253042	Insuffisance cardiaque
62255584	Angine de poitrine
62255584	Angor
62255584	Hypertension artérielle
62256597	Carence en vitamine D
62256597	Ostéoporose
62257471	Reflux gastro-oesophagien
62257471	Ulcère gastro-duodénal
62257717	Hypertension artérielle
62257717	Insuffisance cardiaque
62259814	Hypertension artérielle
62259814	Insuffisance cardiaque
62260706	Athérosclérose cardio-vasculaire
62260706	Hypertension artérielle
62263257	Vaginite
62267070	Tabagisme
62270675	Hypertension artérielle
62270675	Insuffisance cardiaque
62270942	Alcoolisme
62270942	Anxiété
62270981	Impétigo
62277520	Hypercholestérolémie
62277520	Hyperlipidémie
62278202	Hyperthyroïdie
62278202	Hypothyroïdie
62278832	Diabète
62279329	Hépatite B
62283270	Epilepsie
62285346	Angine de poitrine
62285346	Angor
62285549	Anxiété
62285549	Epilepsie
62286576	Maladie de Parkinson
62287112	Angine de poitrine
62287112	Angor
62289597	Anxiété
62289597	Epilepsie
62289729	Maladie de Crohn
62289729	Rectocolite hémorragique
62290489	Epilepsie
62290603	Polyarthrite rhumatoïde
62291776	Hypertension artérielle
62291776	Insuffisance cardiaque
62292134	Reflux gastro-oesophagien
62292928	Athérosclérose cardio-vasculaire
62292928	Hypertension artérielle
62294181	Dermatite atopique
62294181	Dermatite de contact
62294181	Eczéma atopique
62294181	Eczéma de contact
62294181	Lupus
62294181	Psoriasis
62294199	Hypertension artérielle
62294904	Asthme
62296517	Polyarthrite rhumatoïde
62296848	Hémorroïdes
62298607	Asthme
62298607	BPCO
62298607	Bronchopneumopathie chronique obstructive
62300385	Carence en vitamine D
62300385	Ostéoporose
62300481	Ostéoporose
62302938	Hypertension artérielle
62303075	Anxiété
62303075	Epilepsie
62303171	Epilepsie
62308720	Anxiété
62308720	Dépression
62310931	Glaucome
62311307	Goutte
62311307	Hyperuricémie
62312163	Hypertension artérielle
62312829	Hypertension artérielle
62312829	Infarctus du myocarde
62312829	Insuffisance cardiaque
62313468	Epilepsie
62316507	Adénome bénin de la prostate
62316507	Hypertrophie bénigne de la prostate
62318928	Hypertension artérielle
62318935	Acné
62323042	Hypercholestérolémie
62323042	Hyperlipidémie
62326355	Diabète
62326387	Pityriasis versicolor
62327311	Epilepsie
62329077	Hypertension artérielle
62329077	Hypotension artérielle
62332319	Glaucome
62333104	Dépression
62333104	Schizophrénie
62334028	Dermatite atopique
62334028	Eczéma atopique
62334028	Psoriasis
62334754	Glaucome
62336456	Anxiété
62336456	Dépression
62337711	Hyperthyroïdie
62337711	Hypothyroïdie
62338254	Acné
62338254	Maladie de Lyme
62338254	Syphilis
62338400	Polyarthrite rhumatoïde
62338553	Rhinite allergique
62338553	Urticaire
62340013	Hypertension artérielle
62341282	Hypertension artérielle
62341282	Infarctus du myocarde
62341282	Insuffisance cardiaque
62342434	Enurésie
62344129	Anxiété
62344129	Schizophrénie
62345035	Impétigo
62345380	Asthme
62345380	BPCO
62345380	Bronchopneumopathie chronique obstructive
62345448	Ostéoporose
62346703	Dépression
62346703	Schizophrénie
62347260	Asthme
62347260	BPCO
62347260	Bronchopneumopathie chronique obstructive
62348355	Polyarthrite rhumatoïde
62348800	BPCO
62348800	Bronchopneumopathie chronique obstructive
62348800	Sinusite
62349731	Insuffisance cardiaque
62349845	Reflux gastro-oesophagien
62349845	Ulcère duodénal
62349845	Ulcère gastrique
62350438	Cataracte
62350491	Impuissance masculine
62353270	Glaucome
62354881	Asthme
62357468	Herpès génital
62357468	Herpès labial
62357468	Herpès oculaire
62357468	Zona ophtalmique
62358011	Epilepsie
62359608	Epilepsie
62362440	Psoriasis
62363396	Ostéoporose
62363802	Alcoolisme
62364128	Hypertension artérielle
62365493	Laryngite aiguë
62365493	Nausées et vomissements
62367067	Reflux gastro-oesophagien
62367067	Ulcère duodénal
62367067	Ulcère gastrique
62367067	Ulcère gastro-duodénal
62367569	Rhinite allergique
62367569	Urticaire
62369506	Hypertension artérielle
62370693	Insomnie
62371553	Hypertension artérielle
62371553	Insuffisance cardiaque
62373038	Acné
62373974	Epilepsie
62373974	Migraine
62376828	Hypertension artérielle
62376828	Infarctus du myocarde
62376828	Insuffisance cardiaque
62377079	Epilepsie
62378195	Candidose buccale
62378195	Onychomycose
62378195	Pityriasis versicolor
62382724	Insomnie
62384376	Dépression
62385791	Reflux gastro-oesophagien
62385791	Ulcère duodénal
62385791	Ulcère gastrique
62385791	Ulcère gastro-duodénal
62387714	Hypertension artérielle
62387714	Infarctus du myocarde
62387714	Insuffisance cardiaque
62390393	Hypercholestérolémie
62390393	Hyperlipidémie
62390685	Cystite
62390685	Maladie de Lyme
62390685	Otite moyenne aiguë
62390685	Sinusite
62390849	Angiome
62390849	BPCO
62390849	Bronchopneumopathie chronique obstructive
62390849	Laryngite aiguë
62390849	Lupus
62390849	Maladie de Crohn
62390849	Nausées et vomissements
62390849	Polyarthrite rhumatoïde
62390849	Rhinite allergique
62390849	Sinusite
62390849	Tuberculose
62390849	Urticaire
62390849	Uvéite
62391673	Hypertension artérielle
62393941	Ostéoporose
62394153	Impuissance masculine
62394630	Rhinite allergique
62394630	Urticaire
62395294	Polyarthrite rhumatoïde
62395668	Dermatite atopique
62395668	Eczéma atopique
62395974	Enurésie
62395974	Migraine
62397929	Impuissance masculine
62401434	Rhinite allergique
62401434	Urticaire
62403086	Polyarthrite rhumatoïde
62403086	Psoriasis
62403136	Extrasystoles
62403684	Hypertension artérielle
62403684	Infarctus du myocarde
62403684	Insuffisance cardiaque
62404028	Hypertension artérielle
62408891	Polyarthrite rhumatoïde
62410472	Epilepsie
62410629	Hypertension artérielle
62411713	Angine de poitrine
62411713	Angor
62415398	Paludisme
62415971	Adénome bénin de la prostate
62415971	Hypertrophie bénigne de la prostate
62416105	Alcoolisme
62416105	Anxiété
62417552	Nausées et vomissements
62418088	Angine de poitrine
62418088	Angor
62418088	Hypertension artérielle
62419546	Hypertension artérielle
62420687	Psoriasis
62421127	Maladie de Crohn
62421127	Rectocolite hémorragique
62421725	Hypertension artérielle
62422510	Sinusite
62422784	Hypertension artérielle
62423007	Asthme
62423427	Epilepsie
62424027	Diabète
62425307	Hypertension artérielle
62426163	Dysménorrhée
62426163	Règles douloureuses
62428328	Hypertension artérielle
62428577	Hyperthyroïdie
62428577	Hypothyroïdie
62430966	Epilepsie
62430966	Migraine
62431527	Dysménorrhée
62431527	Polyarthrite juvénile
62431527	Polyarthrite rhumatoïde
62431527	Règles douloureuses
62434676	Paludisme
62435116	Hypertension artérielle
62435881	Hypertension artérielle
62435881	Infarctus du myocarde
62435881	Insuffisance cardiaque
62436200	Epilepsie
62437067	Rhinite allergique
62437067	Urticaire
62439495	Angine de poitrine
62439495	Angor
62439997	Dépression
62440298	Angiome
62440298	BPCO
62440298	Bronchopneumopathie chronique obstructive
62440298	Laryngite aiguë
62440298	Lupus
62440298	Maladie de Crohn
62440298	Nausées et vomissements
62440298	Polyarthrite rhumatoïde
62440298	Rhinite allergique
62440298	Sinusite
62440298	Tuberculose
62440298	Urticaire
62440298	Uvéite
62440939	Schizophrénie
62443141	Hypercholestérolémie
62443141	Hyperlipidémie
62443337	Glaucome
62443426	Hypertension artérielle
62443668	Anxiété
62443668	Dépression
62444243	Hypertension artérielle
62444396	Cataracte
62444574	Mal des transports
62444948	Hypercholestérolémie
62444948	Hyperlipidémie
62445555	BPCO
62445555	Bronchopneumopathie chronique obstructive
62445555	Maladie de Lyme
62445555	Otite moyenne aiguë
62445555	Syphilis
62445726	BPCO
62445726	Bronchopneumopathie chronique obstructive
62445726	Cystite
62445726	Prostatite
62445726	Sinusite
62446447	Adénome bénin de la prostate
62446447	Hypertrophie bénigne de la prostate
62448170	Hypertension artérielle
62450285	BPCO
62450285	Bronchopneumopathie chronique obstructive
62450285	Cystite
62450285	Prostatite
62450285	Sinusite
62451405	Candidose buccale
62451405	Onychomycose
62451405	Pityriasis versicolor
62455371	Migraine
62456046	Maladie de Parkinson
62457123	Diabète
62457244	Hypertension artérielle
62457244	Hypotension artérielle
62457493	Carence en vitamine D
62457618	Cystite
62457618	Maladie de Lyme
62457618	Otite moyenne aiguë
62457618	Sinusite
62458353	Glaucome
62459626	Adénome bénin de la prostate
62459626	Hypertrophie bénigne de la prostate
62461303	BPCO
62461303	Bronchopneumopathie chronique obstructive
62461303	Cystite
62461303	Prostatite
62461303	Sinusite
62461641	Impuissance masculine
62461940	Schizophrénie
62464573	Grippe saisonnière
62465928	Hypertension artérielle
62468632	Hypercholestérolémie
62468632	Hyperlipidémie
62469613	Aspergillose
62469613	Pityriasis versicolor
62472584	Impuissance masculine
62474418	Hypertension artérielle
62475527	Conjonctivite allergique
62475527	Rhinite allergique
62475527	Urticaire
62478726	Glaucome
62481238	Schizophrénie
62481448	Hypertension artérielle
62481448	Infarctus du myocarde
62481448	Insuffisance cardiaque
62481804	Asthme
62481804	BPCO
62481804	Bronchopneumopathie chronique obstructive
62482112	Grippe saisonnière
62484049	Angine de poitrine
62484049	Angor
62484049	Hypertension artérielle
62485126	Dépression
62485208	Herpès génital
62485208	Herpès labial
62485208	Herpès oculaire
62485553	BPCO
62485553	Bronchopneumopathie chronique obstructive
62485553	Cystite
62485553	Prostatite
62485553	Sinusite
62493347	Enurésie
62493774	Adénome bénin de la prostate
62493774	Hypertrophie bénigne de la prostate
62494787	Maladie de Parkinson
62495939	Schizophrénie
62496101	Insuffisance cardiaque
62497388	Hypertension artérielle
62498878	Adénome bénin de la prostate
62498878	Hypertrophie bénigne de la prostate
62499439	Hypertension artérielle
62500165	Urticaire
62500717	Angine de poitrine
62500717	Angor
62500717	Extrasystoles
62500717	Hypertension artérielle
62500731	Hypertension artérielle
62503389	Hypercholestérolémie
62503389	Hyperlipidémie
62504078	Aspergillose
62504459	Candidose buccale
62504459	Onychomycose
62504459	Pityriasis versicolor
62504861	Dysménorrhée
62504861	Polyarthrite juvénile
62504861	Polyarthrite rhumatoïde
62504861	Règles douloureuses
62505785	Schizophrénie
62505828	Alcoolisme
62505828	Anxiété
62511293	Epilepsie
62513223	Hyperthyroïdie
62513223	Hypothyroïdie
62514791	Angine de poitrine
62514791	Angor
62514791	Hypertension artérielle
62517392	Adénome bénin de la prostate
62517392	Hypertrophie bénigne de la prostate
62517531	Aspergillose
62518601	Asthme
62518708	Hypertension artérielle
62518708	Insuffisance cardiaque
62518793	Hypertension artérielle
62518996	Nausées et vomissements
62519557	Hypertension artérielle
62522076	Diabète
62525040	Hypertension artérielle
62525040	Infarctus du myocarde
62525040	Insuffisance cardiaque
62525777	Dépression
62526313	Hypertension artérielle
62527340	Ostéoporose
62527632	Hypertension artérielle
62527664	Anxiété
62527664	Dépression
62530564	Glaucome
62531709	Angine de poitrine
62531709	Angor
62531709	Hypertension artérielle
62533756	Uvéite
62534114	Polyarthrite rhumatoïde
62534114	Rectocolite hémorragique
62534712	Onychomycose
62538618	Anxiété
62538618	Dépression
62539684	Hyperthyroïdie
62539684	Hypothyroïdie
62540779	Epilepsie
62541436	Ulcère duodénal
62541436	Ulcère gastrique
62541436	Ulcère gastro-duodénal
62542837	Anxiété
62542837	Dépression
62543615	Reflux gastro-oesophagien
62543615	Ulcère duodénal
62543615	Ulcère gastrique
62543615	Ulcère gastro-duodénal
62545096	Hypertension artérielle
62545096	Insuffisance cardiaque
62546668	Prostatite
62549600	Enurésie
62550143	Conjonctivite allergique
62551633	Maladie de Parkinson
62552920	Schizophrénie
62553246	BPCO
62553246	Bronchopneumopathie chronique obstructive
62554177	Lupus
62554177	Polyarthrite rhumatoïde
62554490	Diarrhée
62555293	Pityriasis versicolor
62557522	Angine de poitrine
62557522	Angor
